FileName	LinesWithCode	LinesWithComments	EmptyLines	TotalLines	Characters
5098362.java	275	3	69	347	11401
7971598.java	98	8	23	129	3985
2215320.java	393	2	76	470	12034
5380545.java	66	41	27	115	3274
61493.java	1269	0	72	1341	39725
5212428.java	316	32	26	367	13789
1789055.java	111	30	19	160	5677
7210145.java	54	1	17	72	1270
6549689.java	16	32	14	62	1897
4678285.java	7	7	7	21	318
10850485.java	95	4	16	115	4055
7464164.java	6	18	8	32	940
4293081.java	10	35	9	54	1821
3158047.java	50	0	10	60	1912
9547656.java	9	6	4	19	407
3677717.java	136	0	48	184	5645
5852007.java	26	20	13	59	2020
7395068.java	3	4	4	11	119
10271773.java	133	31	64	228	6585
1253139.java	16	8	8	32	554
4739075.java	6	14	7	27	830
5143457.java	7	16	11	34	597
2156213.java	144	0	35	179	4549
11190340.java	32	31	11	73	3640
8132298.java	23	70	25	118	3817
7596116.java	6	29	9	43	1717
10362299.java	79	16	40	133	3995
7548048.java	20	32	12	64	2144
11263733.java	4	1	3	7	160
4857901.java	87	0	30	117	2235
300348.java	43	0	12	55	1289
11266115.java	17	14	11	42	954
687855.java	21	2	9	32	656
11472954.java	69	7	27	103	2928
11845596.java	67	64	22	153	3856
7043045.java	723	70	114	907	27831
6006263.java	51	4	10	65	2202
7335969.java	9	5	5	19	357
6342680.java	4	1	3	7	162
6498301.java	14	18	12	43	1221
7753241.java	61	5	10	75	1780
1711770.java	433	7	96	536	14067
997708.java	10	7	10	27	367
8396730.java	9	2	5	16	353
1545796.java	991	234	235	1447	43852
6939192.java	11	38	15	64	2029
8376480.java	52	35	19	106	2743
8994805.java	1020	2	204	1226	36790
4788811.java	8	8	6	22	486
1311070.java	198	16	51	265	8340
130392.java	5	37	9	51	1850
9661423.java	42	29	16	87	2335
11871817.java	4	1	3	7	163
8014453.java	30	0	11	41	1208
11917605.java	296	10	77	383	14871
2851454.java	35	17	9	61	1892
2999279.java	17	86	31	134	2832
11959252.java	296	10	77	383	14871
4583013.java	11	6	6	23	528
2713004.java	5	13	6	24	664
10680341.java	48	8	8	61	1465
9073005.java	494	2	145	641	20288
4340872.java	15	20	10	45	1264
1525617.java	119	4	24	147	6777
10237886.java	19	6	6	31	628
6443180.java	115	29	23	167	6586
8891760.java	8	3	5	16	330
7107128.java	252	2	81	331	5719
7528933.java	104	6	26	136	5103
3820019.java	4	2	5	11	136
6063969.java	190	17	31	238	7612
11686976.java	18	0	8	26	459
8465231.java	57	0	14	71	1703
6162946.java	23	0	10	33	693
10045001.java	24	7	8	38	965
11541365.java	23	5	4	32	988
4629977.java	11	27	11	49	1516
5503706.java	5	3	4	12	190
3023420.java	6	29	9	43	1717
5314788.java	161	0	35	196	5310
3849174.java	32	5	11	48	1550
1304546.java	55	7	6	68	2767
1533927.java	162	10	22	194	6156
11779987.java	83	7	9	99	2632
5468886.java	53	0	13	66	1853
10308904.java	3	14	8	24	691
1607506.java	444	63	76	583	16717
1098874.java	46	3	17	66	1371
2134492.java	119	6	35	159	4717
3879683.java	4	7	7	18	285
9192729.java	38	56	17	108	3850
8949680.java	12	5	5	22	605
9984501.java	4	1	3	7	164
2232830.java	569	0	58	627	22508
3157952.java	4	1	3	7	154
9518919.java	114	6	11	131	4818
4825533.java	72	23	23	118	4502
4432653.java	26	0	10	36	760
4279763.java	55	0	20	75	1643
3358206.java	14	42	27	83	2315
4715412.java	34	48	17	99	4064
2286572.java	22	4	7	33	812
9925924.java	66	15	16	97	3260
9051483.java	43	12	13	68	1370
6428621.java	145	0	46	191	5427
11165279.java	33	16	11	60	2220
9208177.java	218	1	70	289	8172
1710273.java	138	0	21	159	7546
11227985.java	236	76	31	343	13425
5734500.java	385	3	63	451	13194
10840388.java	63	14	19	96	2782
8885167.java	170	2	37	209	6679
3398407.java	16	14	9	39	1036
9995735.java	93	2	33	128	3000
1170864.java	13	0	4	17	366
8867197.java	339	30	77	446	16868
5261871.java	13	25	6	44	1512
267500.java	55	0	14	69	1893
1558774.java	4	5	3	12	198
4227030.java	18	72	31	121	4270
1957540.java	20	11	10	41	1339
5694457.java	97	7	23	127	3022
7007878.java	59	11	24	94	2328
2062939.java	1	2	2	5	85
5352796.java	9	14	5	28	841
6123412.java	113	6	31	150	2823
9007427.java	105	16	20	141	3354
419152.java	12	3	11	26	418
3649838.java	20	8	8	36	1228
5600804.java	17	4	10	31	419
4119592.java	111	1	22	133	4703
11779773.java	76	18	23	117	3311
6525601.java	76	0	16	92	3127
625558.java	103	5	4	112	5178
10130766.java	6	50	13	69	2584
5598168.java	12	5	9	26	485
6829655.java	152	2	28	182	6015
455876.java	42	0	15	57	1379
231797.java	210	1	34	245	8383
5032807.java	629	67	106	777	27368
4956502.java	9	9	4	22	744
7982207.java	51	0	16	67	1627
8828885.java	10	2	4	16	261
1169826.java	35	0	12	47	1129
6989804.java	718	26	148	881	26558
3097680.java	59	25	23	101	2704
4263326.java	5	23	6	34	1108
1630067.java	60	3	39	100	1772
2567211.java	127	7	43	174	5764
299457.java	4	1	3	7	153
64488.java	59	4	24	87	1856
7706440.java	104	0	18	122	4582
4195997.java	4	18	5	27	934
11637053.java	6	10	9	25	325
11293818.java	21	16	9	46	1533
2486863.java	32	5	4	41	1351
483765.java	50	57	42	147	3597
11282485.java	254	1	72	327	8521
3358053.java	5	30	5	40	1833
1375406.java	63	0	20	83	1877
2474112.java	58	5	26	89	1975
6945474.java	76	21	24	121	3241
2104258.java	5	47	8	59	1778
1874945.java	26	0	5	31	848
10655384.java	503	59	92	653	22016
1727550.java	5	18	10	33	969
10650972.java	1800	1	77	1878	57100
11670670.java	79	0	23	102	2264
2484854.java	41	11	14	66	1453
2536055.java	8	15	7	30	1004
4384437.java	472	10	45	527	21668
5014709.java	78	2	12	92	2952
9901112.java	38	40	13	91	2289
6226314.java	12	7	10	29	578
11031624.java	7	50	12	69	1872
11151700.java	126	4	24	154	4496
8691206.java	3	5	4	12	234
6029266.java	27	20	13	60	2044
10822313.java	12	25	15	52	1803
11443750.java	168	2	38	208	5956
6477079.java	3	18	6	27	860
10030813.java	7	3	4	14	317
805737.java	27	4	10	41	1235
2252282.java	10	5	8	23	523
8676790.java	7	4	2	13	223
6029862.java	150	53	41	217	6983
4444227.java	3	5	3	11	192
7529737.java	6	5	7	18	275
8371489.java	505	97	106	708	24887
4490966.java	32	31	16	79	2016
1726845.java	15	0	6	21	419
4546058.java	25	42	13	80	2171
5391680.java	45	6	5	56	2116
8428038.java	812	0	239	1051	36506
2819451.java	11	179	12	202	7467
7445967.java	4	18	9	31	857
9843787.java	22	6	10	38	673
7807185.java	170	0	54	224	5605
10896513.java	16	24	19	59	1008
4346369.java	56	4	21	81	2207
7902894.java	1	15	4	20	718
5960014.java	4	7	3	14	324
4442004.java	9	33	5	47	1514
1563720.java	4	10	6	20	308
7929022.java	64	0	10	74	2465
1660052.java	52	3	13	68	1402
7175847.java	70	1	21	92	2222
730416.java	4	1	4	9	123
461025.java	32	16	15	63	2185
8354325.java	37	23	16	76	2806
3491004.java	4	31	7	42	1350
337802.java	410	8	71	487	15509
5988221.java	10	40	17	67	2140
3076275.java	296	0	57	353	10759
6240578.java	29	5	8	42	946
1855100.java	4	1	3	7	173
5679855.java	5	6	4	15	272
6858059.java	188	28	31	247	8964
3507246.java	4	18	5	27	853
6068836.java	795	0	132	927	34569
6984580.java	78	18	23	119	3294
10475471.java	6	8	8	20	324
3410664.java	11	7	12	30	654
10222086.java	2183	18	440	2641	68844
11041455.java	49	2	11	62	1639
11130104.java	119	6	28	152	3090
7839333.java	171	22	20	213	9125
4366579.java	22	13	12	46	1694
2413354.java	11	13	17	28	1227
641091.java	606	2	133	740	15729
9048291.java	7	37	29	57	2335
205129.java	35	6	9	50	1642
4320693.java	225	47	54	326	9588
8266963.java	241	8	33	282	9504
313261.java	8	7	4	19	648
4705358.java	22	22	10	54	1447
8816926.java	58	17	14	86	1698
7483492.java	86	15	19	120	3879
9479280.java	146	4	30	180	4570
8464539.java	57	1	18	76	2224
158727.java	6	16	6	28	962
802117.java	16	11	10	36	908
6417140.java	56	35	24	114	3729
5467615.java	15	5	4	24	634
1412640.java	151	0	19	170	5220
5420836.java	6	47	10	63	2546
6146344.java	37	0	14	51	1235
7372485.java	145	0	35	180	4320
7252952.java	20	10	9	39	653
8529610.java	26	2	3	31	825
7457186.java	34	29	15	78	2423
5714985.java	70	31	18	116	4581
2750273.java	90	9	19	118	3935
6234273.java	181	24	30	235	5884
4913135.java	35	64	63	145	5353
226551.java	1038	21	120	1179	38060
1638547.java	184	37	46	261	6891
8472408.java	221	0	53	274	7268
1501298.java	168	15	10	193	6491
276149.java	23	13	10	46	1384
7865003.java	106	189	28	323	11807
2259470.java	35	2	15	52	1084
6008726.java	161	0	30	191	5883
698597.java	61	7	19	87	2414
3258523.java	13	28	13	53	1237
5141938.java	424	9	15	448	10831
5113332.java	69	15	21	103	1949
10887297.java	9	2	8	19	454
7128166.java	76	0	15	91	2803
9999084.java	53	0	19	72	1686
10299593.java	37	8	15	60	1775
10655044.java	3	3	3	9	114
6061725.java	197	6	58	261	9266
8564257.java	124	0	27	151	3761
1547641.java	31	17	13	61	1849
1143770.java	16	8	13	36	475
899247.java	19	2	9	30	516
3305088.java	261	22	24	305	10497
4872894.java	362	16	67	445	17036
4618705.java	5	8	7	20	412
9994435.java	173	3	19	194	5251
9325078.java	217	1	21	238	8456
8332310.java	144	0	16	160	4373
2271555.java	536	0	71	607	21752
940030.java	69	15	12	96	4400
5188220.java	6	45	10	61	1538
1092259.java	32	8	12	52	789
3680802.java	11	5	6	22	429
7112355.java	16	14	15	45	1173
254012.java	24	3	11	38	902
5003217.java	5	6	4	15	313
3037643.java	10	1	5	15	363
1978381.java	5	30	10	45	1363
9070896.java	1	2	2	5	100
9346678.java	26	6	11	43	1089
9124862.java	40	9	17	66	2089
2630938.java	134	8	35	175	5377
2902381.java	82	18	26	126	3336
9578046.java	15	7	7	29	677
1138531.java	67	19	18	104	2629
5606936.java	36	29	12	77	3089
11924460.java	6	15	8	29	531
4559123.java	5	18	4	27	861
3116510.java	23	24	15	62	1749
3493817.java	9	29	5	43	1504
9924670.java	55	42	23	120	4188
2191959.java	32	5	4	41	1453
2021651.java	217	0	42	259	9119
7732605.java	3	5	5	13	267
7835925.java	29	2	9	40	1613
5428377.java	16	73	8	97	3631
1278613.java	8	6	5	19	432
6766914.java	8	3	3	14	194
6271081.java	21	5	4	30	853
2738790.java	15	1	5	21	328
7018118.java	49	27	25	101	2798
754779.java	39	22	18	79	2274
837674.java	13	55	16	84	2682
408781.java	7	16	8	31	1020
6985153.java	30	13	11	53	1676
2308398.java	52	6	5	63	1929
5569763.java	122	6	28	156	4422
6595221.java	34	1	7	42	1186
11211981.java	156	0	33	189	4667
11939653.java	9	35	15	59	1566
10051444.java	10	5	6	21	335
3804070.java	32	6	14	52	1076
7394630.java	8	33	15	56	1449
8232451.java	1	4	3	8	132
1508975.java	72	0	20	92	2976
9544447.java	5	5	9	19	349
1615778.java	141	4	18	163	3162
7159632.java	17	29	8	54	1733
8623814.java	195	4	52	251	7242
1464562.java	34	6	9	49	1721
4243232.java	82	0	15	97	2341
5725253.java	133	25	29	187	4229
1571108.java	36	0	12	48	961
2028524.java	168	16	29	213	7466
101902.java	114	4	21	139	4812
2642261.java	158	1	32	191	7661
5036547.java	4	3	3	10	201
4534066.java	9	19	12	40	1261
8988685.java	4	6	4	14	207
3213512.java	51	22	13	86	2502
708810.java	314	28	45	384	12799
3125347.java	10	3	7	20	281
3282765.java	11	3	5	19	644
5102248.java	58	9	18	85	1939
2192575.java	4	3	6	13	128
3093616.java	4	1	3	7	159
8480581.java	94	32	33	159	4623
3003620.java	12	1	2	15	346
9968985.java	200	0	36	236	7820
10081742.java	29	7	14	50	1275
509949.java	37	5	13	55	1035
1922000.java	247	38	41	326	9402
1456119.java	288	4	31	319	8269
6487345.java	179	22	29	230	10867
11035191.java	20	6	9	34	1132
763651.java	145	11	32	188	3970
2943972.java	115	1	19	135	3157
3851348.java	9	9	4	22	744
10404731.java	108	4	12	124	4287
5389372.java	98	88	41	227	6160
11428350.java	173	0	25	198	5762
7146795.java	10	1	4	14	340
2554422.java	15	5	4	24	622
11932251.java	27	8	14	49	710
3009580.java	1	5	4	10	169
2441987.java	594	10	67	671	23265
1039406.java	79	0	6	85	1796
2282059.java	37	0	10	47	1501
1424275.java	142	1	49	192	4260
10008881.java	260	13	70	343	10802
7421407.java	4	12	6	22	313
2277582.java	60	6	16	82	1505
8708296.java	16	38	12	66	2714
6481606.java	75	149	57	279	10314
8573569.java	129	77	43	249	8455
1064987.java	30	28	12	70	2476
7247904.java	30	11	13	49	2276
7600513.java	9	39	16	64	1832
1769879.java	5	20	7	32	897
2422092.java	62	19	12	93	2146
3207197.java	70	42	35	142	3265
4414118.java	14	5	4	23	562
9125489.java	57	61	66	183	4676
5493848.java	36	5	13	54	1271
3689082.java	102	7	23	132	4345
458689.java	20	8	8	36	1228
11721514.java	251	17	41	309	11722
309459.java	24	1	7	31	846
292129.java	49	0	15	64	1447
6207402.java	8	3	6	17	273
9503345.java	18	11	13	42	1037
8781249.java	48	0	22	70	1991
4735779.java	5	18	4	27	861
717979.java	27	31	17	70	1664
2558130.java	16	72	39	127	3575
2287247.java	14	75	23	112	3475
4816636.java	93	5	26	124	3180
6674508.java	1	4	2	7	217
152055.java	35	58	26	99	2909
7167612.java	11	0	2	13	256
6259809.java	133	25	29	187	4229
6036089.java	61	30	10	101	3742
4027629.java	26	1	19	45	981
6512490.java	85	17	40	142	4965
4806572.java	295	4	21	320	9677
8311435.java	10	2	4	16	364
1878559.java	8	3	9	20	268
1747385.java	122	1	29	151	4900
2729699.java	13	20	18	51	1303
600984.java	5	26	9	40	1220
2283505.java	10	17	10	36	1423
5286569.java	1	5	3	9	78
11299189.java	21	33	15	69	1894
9964987.java	8	3	3	14	180
8145262.java	5	19	6	30	660
11289689.java	236	2	98	336	9856
7149480.java	43	8	20	70	1629
7097122.java	15	25	15	55	1539
1865835.java	12	15	7	34	1079
2421953.java	206	14	29	249	8984
6437609.java	20	10	9	39	651
6684163.java	111	20	17	148	5182
3159540.java	549	0	71	620	14019
5687790.java	51	21	20	91	2115
7749836.java	66	3	9	78	2069
3080457.java	47	1	15	63	1728
6737128.java	194	3	49	246	8021
9444423.java	1342	4	258	1600	56467
11200770.java	9	32	22	63	1519
2598854.java	138	35	51	224	5930
2779676.java	640	58	55	753	27226
6361590.java	137	5	13	155	5453
9762895.java	38	1	5	44	1109
6105869.java	1	2	2	5	50
9453514.java	5	13	5	23	798
11165365.java	6	5	6	17	201
2337132.java	41	1	15	56	1515
3692111.java	702	9	89	800	29936
10831687.java	4	1	3	7	173
1857257.java	23	1	8	32	775
5716992.java	22	8	10	40	1206
7208431.java	38	3	7	47	1623
8066652.java	649	5	69	723	22473
4426103.java	7	5	6	18	353
5753080.java	219	14	26	259	6090
612844.java	15	0	6	21	413
1661561.java	13	29	12	54	1586
2987855.java	186	85	46	244	8690
5433363.java	32	6	9	47	1262
5036367.java	4	3	3	10	201
11995332.java	31	13	9	53	1615
4885456.java	39	11	7	57	2448
9037921.java	31	16	14	61	1907
2724227.java	149	52	20	221	7337
10132282.java	4	101	8	113	3604
575577.java	224	121	67	409	10800
1234323.java	40	0	9	49	1077
1714314.java	33	9	6	48	1563
4111996.java	21	0	7	28	629
5890050.java	162	99	52	313	9603
9249057.java	104	3	39	146	4125
3962634.java	55	5	4	64	2675
8292931.java	4	6	7	17	239
3075974.java	185	3	26	214	8531
3878572.java	16	99	27	142	4230
5712522.java	5	10	8	23	336
1086360.java	56	1	17	73	2089
1643243.java	55	7	6	68	2767
1257213.java	15	5	4	24	634
6444685.java	4	1	3	7	159
4289452.java	4	3	4	11	197
5060642.java	25	5	4	34	1112
2069648.java	11	17	8	36	978
8884823.java	126	30	21	177	4341
8728969.java	109	17	16	142	4908
1079873.java	61	19	21	101	2646
11962285.java	14	18	10	42	1216
2483578.java	140	82	47	269	8838
1491568.java	731	71	117	919	29497
5079185.java	24	5	13	42	1207
11743456.java	450	15	78	540	18797
5223203.java	8	15	7	29	1066
3675380.java	15	19	7	41	1287
4039133.java	7	16	7	29	856
2065552.java	149	0	24	173	4377
4769869.java	57	2	19	78	2256
4391424.java	18	7	7	32	1115
9090177.java	119	20	44	180	5665
3054559.java	61	1	20	82	2795
8165513.java	21	14	11	40	694
6337945.java	11	5	5	21	452
5414404.java	206	3	37	246	8266
831746.java	28	17	9	54	1500
646539.java	224	5	11	240	8815
549511.java	30	6	11	46	1559
6963225.java	33	5	4	42	1475
2589709.java	10	2	5	17	355
1325751.java	20	9	4	33	901
9242774.java	56	5	4	65	2688
8298873.java	51	34	24	109	3983
2799550.java	77	11	20	108	3418
11086240.java	50	1	23	74	2206
5557344.java	41	0	14	55	908
3018727.java	14	6	6	26	835
11618906.java	46	0	5	51	1365
4793322.java	11	44	19	74	1969
11919777.java	29	5	8	42	935
1651092.java	31	6	9	46	1345
4318786.java	4	7	7	18	309
11533271.java	14	24	5	43	2003
5244007.java	5	21	9	35	976
8974964.java	112	1	4	116	3667
4151709.java	21	0	7	28	629
3924987.java	210	22	41	273	6230
3138339.java	17	37	10	63	1986
3228840.java	47	17	17	81	2564
1890587.java	13	16	9	38	1324
8757531.java	143	2	35	180	5865
11499047.java	58	19	16	92	2900
9273228.java	15	14	8	37	1354
6514816.java	18	1	7	26	865
767461.java	124	2	27	153	7169
7246743.java	8	19	6	33	949
7423267.java	44	10	11	65	1600
4005489.java	8	3	3	14	174
9507625.java	13	7	5	25	433
3759401.java	4	8	4	16	293
5529510.java	19	5	4	28	779
7053263.java	8	5	8	21	341
7688678.java	38	6	9	53	1758
1843181.java	77	3	26	105	2025
8074690.java	12	14	6	32	1065
3888310.java	104	16	37	153	3965
7106410.java	21	45	30	96	2049
1341115.java	30	2	9	41	1124
7562257.java	7	0	6	13	117
5582988.java	7	3	6	16	227
9592364.java	60	0	13	73	2409
4877577.java	15	269	25	309	7708
9707559.java	43	6	15	64	1031
3053381.java	8	5	4	17	385
10776817.java	29	3	8	40	1157
2134993.java	37	5	14	56	1109
4301506.java	9	0	5	14	303
3940419.java	41	81	32	154	4083
10187253.java	12	12	7	31	753
598830.java	183	0	25	208	9313
11892487.java	4	1	2	6	93
4042150.java	81	0	8	89	3116
290110.java	44	22	12	78	2641
10428901.java	88	0	18	106	2106
3786635.java	30	1	9	39	715
160632.java	81	8	17	106	3136
2053266.java	9	40	11	60	1911
7549628.java	12	15	11	38	732
494632.java	83	14	22	119	4663
3569537.java	8	15	9	32	717
3201901.java	68	23	17	108	3383
372923.java	55	5	19	79	1870
11417113.java	1140	24	103	1267	53258
901460.java	287	5	46	338	9638
10064763.java	4	5	5	14	166
1671209.java	13	7	8	27	769
6576019.java	6	22	10	38	933
593279.java	24	8	11	43	1477
5973546.java	12	30	15	57	1573
10737644.java	98	1	24	123	4116
4103287.java	10	1	4	14	346
10696986.java	251	62	66	379	13028
6028162.java	9	44	14	66	1564
912589.java	12	3	7	21	493
10505534.java	62	23	22	107	3616
3296686.java	19	24	19	58	1397
6358544.java	6	5	5	16	159
7659010.java	268	17	55	339	10712
11852669.java	129	22	18	169	3949
6137140.java	140	33	38	206	4851
8115672.java	6	2	5	13	165
8951256.java	19	4	8	31	761
2130950.java	20	10	9	39	650
5863518.java	24	2	12	38	688
10015617.java	18	11	7	36	674
9439191.java	12	30	15	57	1284
6052891.java	29	1	7	36	1209
7860899.java	95	0	15	110	4322
9543628.java	34	2	7	43	1677
1358512.java	79	7	11	97	2663
6560303.java	3	19	4	25	517
1515294.java	4	10	6	20	308
4052836.java	13	40	10	60	2228
7318236.java	3	26	7	36	448
4618879.java	11	5	5	21	474
602708.java	87	6	22	115	3236
3745940.java	16	2	10	28	624
6098140.java	4	1	3	7	165
4525701.java	16	115	32	163	6202
4281679.java	556	4	115	675	18168
2647173.java	12	22	14	48	1409
1052471.java	60	7	17	79	2810
10059330.java	16	5	9	30	631
7822402.java	10	2	5	17	311
5693371.java	56	7	13	76	2119
3895894.java	83	77	26	184	6458
9807294.java	10	0	5	15	263
3158188.java	6	2	4	12	215
6366710.java	43	87	30	160	4388
11814029.java	56	33	17	106	3549
4890479.java	55	5	27	87	1716
9635929.java	136	51	38	225	5440
11588241.java	1855	74	222	2141	66918
6847890.java	55	0	13	68	1907
4971377.java	18	5	4	27	723
5940511.java	37	19	15	71	2270
7148645.java	709	135	101	944	33129
1773604.java	32	3	11	46	877
8926426.java	123	9	24	156	3581
2143790.java	4	32	6	42	1378
1915953.java	20	29	14	62	1390
51165.java	7	12	8	27	628
10694254.java	86	48	23	147	5171
1226050.java	20	25	21	65	1863
9436558.java	50	7	14	71	1681
5127436.java	4	1	3	7	165
2509926.java	19	5	4	28	769
9441943.java	8	10	7	25	543
6413688.java	41	18	15	74	1662
574324.java	82	5	16	103	3173
362595.java	6	9	7	22	634
294200.java	6	24	5	34	1064
1172549.java	17	9	8	33	390
8461305.java	11	1	4	16	206
4370216.java	314	0	67	381	15038
662246.java	128	30	29	187	6183
5027796.java	4	3	3	10	201
145300.java	250	0	57	307	7647
555058.java	4	16	5	25	885
825242.java	18	2	7	27	584
5255591.java	24	24	13	58	1387
5004161.java	6	6	6	18	323
6835097.java	41	0	4	45	595
8195788.java	54	1	10	65	1940
11683014.java	26	0	8	34	1036
1849421.java	64	1	2	66	3395
6458411.java	332	0	46	378	11713
9264923.java	53	27	19	99	2606
401545.java	10	52	18	80	2503
133669.java	5	5	6	16	205
11542019.java	38	1	12	51	1388
962312.java	125	17	36	178	4943
1973019.java	433	0	98	531	16078
1035155.java	192	14	27	233	8994
9246522.java	666	15	78	759	23143
6979573.java	875	101	129	1105	39064
5982105.java	16	18	7	40	863
4985060.java	260	0	45	305	9987
10103648.java	13	5	9	27	539
9117906.java	207	30	52	289	6771
9475128.java	245	3	31	277	7010
7189550.java	140	1	37	178	6034
3588738.java	9	9	4	22	754
4232295.java	10	1	4	14	376
4581106.java	337	18	86	441	15056
4026524.java	26	6	9	41	1047
5858034.java	22	92	35	149	5463
5235714.java	8	13	13	34	469
11319980.java	64	13	10	85	2638
1037082.java	1	5	3	9	91
7124420.java	93	39	23	139	5862
1200600.java	336	28	37	396	12024
10941264.java	600	1	201	801	19009
6730620.java	9	3	9	21	338
1923489.java	20	10	9	39	652
6083563.java	9	7	9	24	445
5204923.java	13	49	14	76	2347
2205581.java	77	20	19	116	2833
2810009.java	25	0	10	35	686
3289579.java	16	5	8	29	531
5086531.java	287	47	74	408	9155
9214398.java	307	44	21	372	12176
4178873.java	1	2	2	5	56
1518389.java	35	2	9	46	1316
3402273.java	147	5	17	169	6245
7339488.java	5	13	7	25	689
9176952.java	99	6	27	132	4493
5040564.java	629	67	106	777	27368
3165418.java	279	0	48	327	11862
8079344.java	8	37	13	58	1978
3617347.java	120	4	9	132	3930
8176711.java	10	34	9	53	1348
7724961.java	4	16	5	25	907
8724686.java	35	20	10	65	1886
